type_id,type_name,category,count,emojis
Q34379,musical instrument,music,305,🎵,🎶,🎧,🔊,🎼
Q188451,music genre,music,181,🎵,🎶,🎧,🔊
Q10590726,video album,music,176,🎵,🎶,🎧,🔊
Q7944,earthquake,war,204,💥,🌋,🤯
Q198,war,war,189,💥,🗡️,⚔️,🛡️,🎖,🪖
Q178561,battle,war,216,💥,🗡️,⚔️,🛡️,🎖,🪖
Q18643213,military equipment,war,101,💥,🗡️,⚔️,🛡️,🎖,🪖
Q3199915,massacre,war,94,💥,☠️,💀,🤯
Q679165,squadron,war,80,⚔️,🛡️,🎖,🪖,🫡
Q4022,river,water,1063,💧,💦,🏞️
Q23397,lake,water,382,💧,💦,⛵,🏊‍♂,🚣‍♂,🚤,🌅
Q131681,reservoir,water,99,💧,💦,⛵,🏊‍♂,🚣‍♂,🚤,🌅
Q12323,dam,water,151,💧,💦,🌅,🧱
Q12280,bridge,water,347,🌉,🌁
Q39715,lighthouse,water,253,🌊,⚓,🚨,🧭
Q906512,shipwrecking,water,210,🌊,💥,🆘,🔱,🤯
Q11446,ship,water,1121,⚓,🛳,🚢,⛴,🛥,⛵
Q169930,extended play,theater,685,🍿,🎭,🎦,🥸,🦹,🕺,🏃
Q25379,play,theater,134,🍿,🎭,🎦,🥸,🦹,🕺,🏃
Q24354,theatre,theater,175,🍿,🎭,🎦,🥸,🦹,🕺,🏃
Q8171,word,words,94,💬,🗨,🗣️,🔠,🔡,🔤
Q34770,language,words,121,💬,🗨,🗣️,🔠,🔡,🔤
Q55488,railway station,train,408,🚂,🚃,🚅,🚆,🚄,🚊,🛤,🚉,🚈
Q19832486,locomotive class,train,85,🚂,🚃,🚅,🚆,🚄,🚊,🛤,🚉,🚈
Q3231690,automobile model,car,120,🚗,🚘
Q34442,road,car,858,🚗,🚘,🛣,🚦,🛻,🚚,🚛,🚐,🚕
Q269949,highway,car,344,🚗,🚘,🛣,🚦,🛻,🚚,🚛,🚐
Q83620,thoroughfare,car,203,🚗,🚘,🛣,🚦,🛻,🚚,🚛,🚐
Q22706,vehicle registration plate,car,198,🚗,🚘,🛻,🚚,🚛,🚐,🚕
Q46970,airline,plane,427,✈,🛩,🛫,🛬
Q11436,aircraft,plane,828,✈,🛩,🛫,🛬
Q1248784,airport,plane,779,✈,🛩,🛫,🛬
Q744913,aviation accident,plane,97,💥,🤯
Q4830453,business,biz,130,📈,🏦,👔,🏢,💰,💸,🤑,💵,📊,🤝,🏬
Q783794,company,biz,472,📈,🏦,👔,🏢,💰,💸,🤑,💵,📊,🤝,🏬
Q386724,work,biz,242,📈,🏦,👔,🏢,💰,💸,🤑,💵,📊,🤝,🏬
Q22687,bank,place - building - special,177,📈,🏦,👔,🏢,💰,💸,🤑,💵,📊,🤝,🏬
Q43229,organization,group,623,👥,🏢,🤝,💁,🙋,🏬
Q41710,ethnic group,group,99,👥,🌎,🌍,🌏,👪
Q3914,school,school,579,🏫,🍎,🎓,🎒,✏
Q3918,university,school,394,🏫,🍎,🎓,🎒,✏
Q9826,high school,school,167,🏫,🍎,🎓,🎒,✏
Q2385804,educational institution,school,112,🏫,🍎,🎓,🎒,✏
Q5,human,person,263178,🚶‍♂,🏃,👤,👥,🚹,🗣️,👋,🤚,🙂,😉,😊,💁,🙋
Q95074,fictional character,person,2833,🚶‍♂,🏃,👤,👥,🚹,🗣️,👋,🤚,🙂,😉,😊,💁,🙋,🎭,🧙‍♂️,🥸,🦹,🕺
Q121998,ambassador,person,129,👥,🌎,🌍,🌏,👤,🤝
Q12308941,male given name,person,85,🤴,🚶‍♂,🏃,👤,👥,🚹
Q15275719,recurring event,event,257,📆,📅,⏰,🕗,🔔,🗓️
Q1197685,public holiday,event,198,📆,📅,⏰,🕗,🔔,🗓️
Q1656682,event,event,126,📆,📅,⏰,🕗,🔔,🗓️
Q1190554,occurrence,event,114,📆,📅,⏰,🕗,🔔,🗓️
Q1539532,sports season of a sports club,event,183,📆,📅,🗓️,🏆,🏅,🥇
Q27020041,sports season,event,395,📆,📅,🗓️,🏆,🏅,🥇
Q18608583,recurring sports event,event,256,📆,📅,🗓️,🏆,🏅,🥇
Q18131152,round,event,247,⏰,🕗,🔔,🏆,🏅,🥇
Q618779,award,sports,1085,🎖,🏆,🏅,🥇,💯
Q13406554,sports competition,sports,338,🎖,🏆,🏅,🥇,💯
Q1194951,national sports team,sports,339,🎖,🏆,🏅,🥇,💯
Q53869933,sport result,sports,105,🎖,🏆,🏅,🥇,💯
Q2485448,sports governing body,sports,186,🎖,🏆,🏅,🥇,💯
Q1785271,cycling team,sports,127,🚴‍♂,🚵‍♂,🚲
Q2125610,cyclist,sports,125,🚴,🚵,🚲
Q13027888,baseball team,sports,330,⚾,🧢,🥎
Q13393265,basketball team,sports,169,🏀,🗑️,👟,🎽,⛹️
Q476028,association football club,sports,490,⚽,👟,🥅
Q26887310,association football team season,sports,591,⚽,👟,🥅
Q1478437,association football competition,sports,181,⚽,👟,🥅
Q15079786,ballet,sports,235,🩰,💃,👗
Q13357858,badminton tournament,sports,211,🏸,🥇
Q483110,stadium,sports,116,🏟,📍,👏
Q847017,sports club,sports,219,👥,🤝,💁,🙋,🏟️
Q51747567,squad,sports,179,👥,🤝,💁,🙋
Q26213387,Olympic delegation,sports,148,🏅,🌍,🏋️‍♂️,🏟️,🥇,🏆
Q7278,political party,politics / law,387,🌍,🌐,🏛️,🤝,🤵‍♂️,🗳
Q213283,diplomatic mission,politics / law,355,🌍,🌐,🏛️,🤝,🤵‍♂️,🏳️
Q14660,flag,politics / law,179,🌍,🌐,🏳️
Q19692072,United States Supreme Court decision,politics / law,476,🏛️,⚖️,📜,🇺🇸
Q4677783,Act of the Parliament of the United Kingdom,politics / law,127,🏛️,👑,🤴,🇬🇧
Q877358,United Nations Security Council resolution,politics / law,117,🌍,🌐,🏛️,🤝,🇺🇳
Q858439,presidential election,politics / law,121,✅,☑,🗳
Q43109,referendum,politics / law,114,✅,☑,🗳
Q40231,public election,politics / law,858,✅,☑,🗳
Q295469,ecoregion,place,143,🗺,🌎,🌍,🌏,📍
Q6256,country,place,136,🗺,🌎,🌍,🌏,📍
Q2221906,geographic location,place,80,🗺,🌎,🌍,🌏,📍
Q3694119,stratigraphic unit,place,176,🗺,🌎,🌍,🌏,📍
Q56061,administrative territorial entity,place,117,🗺,🌎,🌍,🌏,📍
Q39614,cemetery,place,174,⚰,🪦,⚱
Q16970,church building,place - building,764,⛪,✝️,🙏
Q32815,mosque,place,157,🕌,☪️,🤲,🌙,🕋
Q4989906,monument,place,154,🪦,🗽
Q5003624,memorial,place,80,🪦,📜
Q19860854,destroyed building or structure,place,136,🏛,🏚,🏢
Q1081138,historic site,place,108,🏛,📜
Q2065736,cultural property,place,93,🏛,📜
Q3558970,village of Poland,place,129,🇵🇱,🌍,🏘️,🏠,🏡
Q747074,comune of Italy,place,127,🇮🇹,🍕,🍝,🌍,🏘️,🏠,🏡
Q484170,commune of France,place,105,🇫🇷,🥖,🥐,🏰,🏘️,🏠,🏡
Q194203,arrondissement of France,place,98,🇫🇷,🥖,🥐,🏰,🏘️,🏠,🏡
Q11315,shopping center,place,108,🛒,🛍,🏪,🏬
Q38720,windmill,place,106,🌬️,🌀
Q811979,architectural structure,place - building,3563,📐,👷,🏗️,🧱,🔨,📏
Q41176,building,place - building,2411,📐,👷,🏗️,🧱,🔨,📏
Q33506,museum,place - building - special,563,🏛️,📖,🖌,🎨,🖼️
Q159719,power station,place - building - special,235,🔌,🔋,💡,🏭
Q23413,castle,place - building - special,208,🏰,⚔️,👑,🤴,🐉
Q515,city,place - city,1380,🌆,🌃,📍,🏠,🏢,🏬,🏘️,🏡
Q486972,human settlement,place - city,1173,🌆,🌃,📍,🏠,🏢,🏬,🏘️,🏡
Q532,village,place - city,196,🏘️,🏠,📍,🏡
Q820477,mine,place - mine,597,⛏️,💎
Q8502,mountain,place - mountain,409,⛰,🗻,🏔,🌄
Q23442,island,place - island,275,🏝,⛵,🌊
Q8072,volcano,place,81,🌋,🗻
